"id","created_at","updated_at","business_id","architecture_type","name","description","datatype","unit","min","max","signal_fully_qualified_name","start_bit","can_id","is_deleted"
14,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","f255a2caf748fd394360030004532fbc","SDV","Vehicle.ADAS.EBA.IsError","Indicates if EBA incurred an error condition. True = Error. False = No Error.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.EBA.IsError",NULL,NULL,False
15,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","1b93f28fa3f30e3708c942589a53934c","SDV","Vehicle.ADAS.EBD.IsEnabled","Indicates if EBD is enabled. True = Enabled. False = Disabled.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.EBD.IsEnabled",NULL,NULL,False
16,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","8c0b8b91887920a5731ae2501a13f8fb","SDV","Vehicle.ADAS.EBD.IsEngaged","Indicates if EBD is currently regulating vehicle brakeforce distribution. True = Engaged. False = Not Engaged.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.EBD.IsEngaged",NULL,NULL,False
17,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","691c885726853bfdd8bc1ac6adf1e7b8","SDV","Vehicle.ADAS.EBD.IsError","Indicates if EBD incurred an error condition. True = Error. False = No Error.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.EBD.IsError",NULL,NULL,False
18,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","71fcee1adbd373708bd77620cb1f534b","SDV","Vehicle.ADAS.ESC.IsEnabled","Indicates if ESC is enabled. True = Enabled. False = Disabled.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.ESC.IsEnabled",NULL,NULL,False
19,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","83e9ef7553a885b67ceef3c66463fd1e","SDV","Vehicle.ADAS.ESC.IsEngaged","Indicates if ESC is currently regulating vehicle stability. True = Engaged. False = Not Engaged.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.ESC.IsEngaged",NULL,NULL,False
20,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","38801dd59bd1d17a740572d4e9bc530c","SDV","Vehicle.ADAS.ESC.IsError","Indicates if ESC incurred an error condition. True = Error. False = No Error.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.ESC.IsError",NULL,NULL,False
21,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","1f8d173cdb906bf9cce3e7d8667323cb","SDV","Vehicle.ADAS.ESC.IsStrongCrossWindDetected","Indicates if the ESC system is detecting strong cross winds. True = Strong cross winds detected. False = No strong cross winds detected.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.ESC.IsStrongCrossWindDetected",NULL,NULL,False
22,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","64ac61c43e19455e2868d07dd4b0b1f1","SDV","Vehicle.ADAS.ESC.RoadFriction.LowerBound","Lower bound road friction, as calculated by the ESC system. 5% possibility that road friction is below this value. 0 = no friction, 100 = maximum friction.","float","percent","0.0000","100.0000","Vehicle.ADAS.ESC.RoadFriction.LowerBound",NULL,NULL,False
23,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","29d0fe211af1fc311a8e21227200f228","SDV","Vehicle.ADAS.ESC.RoadFriction.MostProbable","Most probable road friction, as calculated by the ESC system. Exact meaning of most probable is implementation specific. 0 = no friction, 100 = maximum friction.","float","percent","0.0000","100.0000","Vehicle.ADAS.ESC.RoadFriction.MostProbable",NULL,NULL,False
24,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","f49a258aa63347b0e06ada32df072da1","SDV","Vehicle.ADAS.ESC.RoadFriction.UpperBound","Upper bound road friction, as calculated by the ESC system. 95% possibility that road friction is below this value. 0 = no friction, 100 = maximum friction.","float","percent","0.0000","100.0000","Vehicle.ADAS.ESC.RoadFriction.UpperBound",NULL,NULL,False
25,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","0161351c55fcabd38a1f4b74e8eb5071","SDV","Vehicle.ADAS.LaneDepartureDetection.IsEnabled","Indicates if lane departure detection system is enabled. True = Enabled. False = Disabled.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.LaneDepartureDetection.IsEnabled",NULL,NULL,False
26,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","a4ee1142f2775d713a7e9d07dff7177f","SDV","Vehicle.ADAS.LaneDepartureDetection.IsError","Indicates if lane departure system incurred an error condition. True = Error. False = No Error.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.LaneDepartureDetection.IsError",NULL,NULL,False
27,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","1c8014a259b2e96285c9dad7e9454c73","SDV","Vehicle.ADAS.LaneDepartureDetection.IsWarning","Indicates if lane departure detection registered a lane departure.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.LaneDepartureDetection.IsWarning",NULL,NULL,False
28,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","e91ef050010ee041cb9bcee4e362d383","SDV","Vehicle.ADAS.ObstacleDetection.IsEnabled","Indicates if obstacle sensor system is enabled (i.e. monitoring for obstacles). True = Enabled. False = Disabled.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.ObstacleDetection.IsEnabled",NULL,NULL,False
29,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","7b4041a63eb6d3b7ec2576a4125977d5","SDV","Vehicle.ADAS.ObstacleDetection.IsError","Indicates if obstacle sensor system incurred an error condition. True = Error. False = No Error.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.ObstacleDetection.IsError",NULL,NULL,False
30,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","8e186f7352cbbedd094033b03e525953","SDV","Vehicle.ADAS.ObstacleDetection.IsWarning","Indicates if obstacle sensor system registered an obstacle.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.ObstacleDetection.IsWarning",NULL,NULL,False
31,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","57be997f59799c2e555a1dfab94f40f8","SDV","Vehicle.ADAS.PowerOptimizeLevel","Power optimization level for this branch/subsystem. A higher number indicates more aggressive power optimization. Level 0 indicates that all functionality is enabled, no power optimization enabled. Level 10 indicates most aggressive power optimization mode, only essential functionality enabled.","uint8",NULL,"0.0000","10.0000","Vehicle.ADAS.PowerOptimizeLevel",NULL,NULL,False
32,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","59790978498041590f866f23b93893a5","SDV","Vehicle.ADAS.SupportedAutonomyLevel","Indicates the highest level of autonomy according to SAE J3016 taxonomy the vehicle is capable of.","string",NULL,"NaN","NaN","Vehicle.ADAS.SupportedAutonomyLevel",NULL,NULL,False
33,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","e36a6d617b0149b6b1c3a8230025ead8","SDV","Vehicle.ADAS.TCS.IsEnabled","Indicates if TCS is enabled. True = Enabled. False = Disabled.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.TCS.IsEnabled",NULL,NULL,False
34,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","ad5fb05d9ddafd5d790366cf5a6211ba","SDV","Vehicle.ADAS.TCS.IsEngaged","Indicates if TCS is currently regulating traction. True = Engaged. False = Not Engaged.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.TCS.IsEngaged",NULL,NULL,False
35,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","643dbc170a1511b505b39dffbb97ead4","SDV","Vehicle.ADAS.TCS.IsError","Indicates if TCS incurred an error condition. True = Error. False = No Error.","boolean",NULL,"NaN","NaN","Vehicle.ADAS.TCS.IsError",NULL,NULL,False
36,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","08b6394746dbd808c7cc48d85468bdcf","SDV","Vehicle.Acceleration.Lateral","Vehicle acceleration in Y (lateral acceleration).","float","m/s^2","NaN","NaN","Vehicle.Acceleration.Lateral",NULL,NULL,False
37,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","99dd9c42eee3b4ddc8736c112149feaf","SDV","Vehicle.Acceleration.Longitudinal","Vehicle acceleration in X (longitudinal acceleration).","float","m/s^2","NaN","NaN","Vehicle.Acceleration.Longitudinal",NULL,NULL,False
38,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","4543a806f671002cbcd82a3449db2076","SDV","Vehicle.Acceleration.Vertical","Vehicle acceleration in Z (vertical acceleration).","float","m/s^2","NaN","NaN","Vehicle.Acceleration.Vertical",NULL,NULL,False
39,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","9763b0106848023e28f000bf265a82a3","SDV","Vehicle.AngularVelocity.Pitch","Vehicle rotation rate along Y (lateral).","float","degrees/s","NaN","NaN","Vehicle.AngularVelocity.Pitch",NULL,NULL,False
40,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","4277a571f9e008bd1be985c1e03e6046","SDV","Vehicle.AngularVelocity.Roll","Vehicle rotation rate along X (longitudinal).","float","degrees/s","NaN","NaN","Vehicle.AngularVelocity.Roll",NULL,NULL,False
41,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","29e89fed09a9fb6fef17873b55672406","SDV","Vehicle.AngularVelocity.Yaw","Vehicle rotation rate along Z (vertical).","float","degrees/s","NaN","NaN","Vehicle.AngularVelocity.Yaw",NULL,NULL,False
42,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","34ca9ed3bda0c03437413a2d3aad4029","SDV","Vehicle.AverageSpeed","Average speed for the current trip.","float","km/h","NaN","NaN","Vehicle.AverageSpeed",NULL,NULL,False
43,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","529ac211af1462024f35161f7ece1f61","SDV","Vehicle.Body.BodyType","Body type code as defined by ISO 3779.","string",NULL,"NaN","NaN","Vehicle.Body.BodyType",NULL,NULL,False
44,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","abb2679b5841255a095fbf9b68e8ecb7","SDV","Vehicle.Body.Hood.IsOpen","Hood open or closed. True = Open. False = Closed.","boolean",NULL,"NaN","NaN","Vehicle.Body.Hood.IsOpen",NULL,NULL,False
45,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","0307d9ae5c305f95a4a74327038082a9","SDV","Vehicle.Body.Horn.IsActive","Horn active or inactive. True = Active. False = Inactive.","boolean",NULL,"NaN","NaN","Vehicle.Body.Horn.IsActive",NULL,NULL,False
46,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","65499b46bc81206817a74c4c7e5c4078","SDV","Vehicle.Body.Lights.Backup.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Backup.IsDefect",NULL,NULL,False
47,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","49a9bc0b763b499ef9023d5111b9f9ef","SDV","Vehicle.Body.Lights.Backup.IsOn","Indicates if light is on or off. True = On. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Backup.IsOn",NULL,NULL,False
48,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","4a91a15f070a57e7205b926bb5afcc40","SDV","Vehicle.Body.Lights.Beam.High.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Beam.High.IsDefect",NULL,NULL,False
49,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","06375a9ca1eeac9f11a4fa170826d748","SDV","Vehicle.Body.Lights.Beam.High.IsOn","Indicates if light is on or off. True = On. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Beam.High.IsOn",NULL,NULL,False
50,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","00b3fc0423fdb73658d3186ff1485dd5","SDV","Vehicle.Body.Lights.Beam.Low.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Beam.Low.IsDefect",NULL,NULL,False
51,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","97aeb4c16e5813c1a7d0d138df5d35e4","SDV","Vehicle.Body.Lights.Beam.Low.IsOn","Indicates if light is on or off. True = On. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Beam.Low.IsOn",NULL,NULL,False
52,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","e73afdabfadeccf7e70adf95be52f0b2","SDV","Vehicle.Body.Lights.Brake.IsActive","Indicates if break-light is active. INACTIVE means lights are off. ACTIVE means lights are on. ADAPTIVE means that break-light is indicating emergency-breaking.","string",NULL,"NaN","NaN","Vehicle.Body.Lights.Brake.IsActive",NULL,NULL,False
53,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","eddb41eddcc36ef4b0cb194a37834d65","SDV","Vehicle.Body.Lights.Brake.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Brake.IsDefect",NULL,NULL,False
54,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","0e39f3fd704f3b1958d0d7b712f8fd28","SDV","Vehicle.Body.Lights.DirectionIndicator.Left.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.DirectionIndicator.Left.IsDefect",NULL,NULL,False
55,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","0d94372ce0dcfe708566fc96617635de","SDV","Vehicle.Body.Lights.DirectionIndicator.Left.IsSignaling","Indicates if light is signaling or off. True = signaling. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.DirectionIndicator.Left.IsSignaling",NULL,NULL,False
56,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","085629dc69bc3b8f343eec7d874cfa1c","SDV","Vehicle.Body.Lights.DirectionIndicator.Right.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.DirectionIndicator.Right.IsDefect",NULL,NULL,False
57,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","81eab7538a9cb26c676749c50dba5d2a","SDV","Vehicle.Body.Lights.DirectionIndicator.Right.IsSignaling","Indicates if light is signaling or off. True = signaling. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.DirectionIndicator.Right.IsSignaling",NULL,NULL,False
58,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","fd905816337de70306a14644773a8510","SDV","Vehicle.Body.Lights.Fog.Front.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Fog.Front.IsDefect",NULL,NULL,False
59,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","09681d50bcc88b69518129d46c35c304","SDV","Vehicle.Body.Lights.Fog.Front.IsOn","Indicates if light is on or off. True = On. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Fog.Front.IsOn",NULL,NULL,False
60,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","810775ca9bd7dfef89146b924009e8f9","SDV","Vehicle.Body.Lights.Fog.Rear.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Fog.Rear.IsDefect",NULL,NULL,False
61,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","10452933f527d11617539b087035aa8e","SDV","Vehicle.Body.Lights.Fog.Rear.IsOn","Indicates if light is on or off. True = On. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Fog.Rear.IsOn",NULL,NULL,False
62,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","dd7c611af5973fbf2bf09c3e37e5680c","SDV","Vehicle.Body.Lights.Hazard.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Hazard.IsDefect",NULL,NULL,False
63,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","1a4b097ff1720b8684d29bfd87be70ac","SDV","Vehicle.Body.Lights.Hazard.IsSignaling","Indicates if light is signaling or off. True = signaling. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Hazard.IsSignaling",NULL,NULL,False
64,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","a7a5bcb025cfa8f4c4fa9d57cf86e759","SDV","Vehicle.Body.Lights.IsHighBeamSwitchOn","Status of the high beam switch. True = high beam enabled. False = high beam not enabled.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.IsHighBeamSwitchOn",NULL,NULL,False
65,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","4de0aa5d82c9d0105afab82c99aa629e","SDV","Vehicle.Body.Lights.LicensePlate.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.LicensePlate.IsDefect",NULL,NULL,False
66,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","627bfc5fe866d98311eb103feab343be","SDV","Vehicle.Body.Lights.LicensePlate.IsOn","Indicates if light is on or off. True = On. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.LicensePlate.IsOn",NULL,NULL,False
67,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","da0e7fdda3d7aa433c79abe74564cdd6","SDV","Vehicle.Body.Lights.LightSwitch","Status of the vehicle main light switch.","string",NULL,"NaN","NaN","Vehicle.Body.Lights.LightSwitch",NULL,NULL,False
68,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","6168e049fce7afc0d4ed06ed400fd588","SDV","Vehicle.Body.Lights.Parking.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Parking.IsDefect",NULL,NULL,False
69,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","54618ebdb7b3a23c99653ff199c08784","SDV","Vehicle.Body.Lights.Parking.IsOn","Indicates if light is on or off. True = On. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Parking.IsOn",NULL,NULL,False
70,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","e90730df457c185d0830b152324f5d74","SDV","Vehicle.Body.Lights.Running.IsDefect","Indicates if light is defect. True = Light is defect. False = Light has no defect.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Running.IsDefect",NULL,NULL,False
71,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","cb7ae678e8e6ceaf9b45158e34138a8f","SDV","Vehicle.Body.Lights.Running.IsOn","Indicates if light is on or off. True = On. False = Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Lights.Running.IsOn",NULL,NULL,False
72,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","ea7e1f5fcd2845dfc1ee6fa87ea08322","SDV","Vehicle.Body.Mirrors.DriverSide.IsHeatingOn","Mirror Heater on or off. True = Heater On. False = Heater Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Mirrors.DriverSide.IsHeatingOn",NULL,NULL,False
73,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","77d47fecbf6300bf2531a45eb28521e9","SDV","Vehicle.Body.Mirrors.DriverSide.Pan","Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.","int8","percent","-100.0000","100.0000","Vehicle.Body.Mirrors.DriverSide.Pan",NULL,NULL,False
74,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","af9f6e56ed20c0380aeea722234e7130","SDV","Vehicle.Body.Mirrors.DriverSide.Tilt","Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.","int8","percent","-100.0000","100.0000","Vehicle.Body.Mirrors.DriverSide.Tilt",NULL,NULL,False
75,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","687f023f8e1f8c872e01fdb70db1d437","SDV","Vehicle.Body.Mirrors.PassengerSide.IsHeatingOn","Mirror Heater on or off. True = Heater On. False = Heater Off.","boolean",NULL,"NaN","NaN","Vehicle.Body.Mirrors.PassengerSide.IsHeatingOn",NULL,NULL,False
76,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","f76978b26e1be630b26bd446cfd8efbd","SDV","Vehicle.Body.Mirrors.PassengerSide.Pan","Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.","int8","percent","-100.0000","100.0000","Vehicle.Body.Mirrors.PassengerSide.Pan",NULL,NULL,False
77,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","d4ff289fb5c29f33595576caca86cbd2","SDV","Vehicle.Body.Mirrors.PassengerSide.Tilt","Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.","int8","percent","-100.0000","100.0000","Vehicle.Body.Mirrors.PassengerSide.Tilt",NULL,NULL,False
78,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","5fb429514de0bdf0c14599fcd3938883","SDV","Vehicle.Body.PowerOptimizeLevel","Power optimization level for this branch/subsystem. A higher number indicates more aggressive power optimization. Level 0 indicates that all functionality is enabled, no power optimization enabled. Level 10 indicates most aggressive power optimization mode, only essential functionality enabled.","uint8",NULL,"0.0000","10.0000","Vehicle.Body.PowerOptimizeLevel",NULL,NULL,False
79,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","312e085f54681b7eccde63817618256f","SDV","Vehicle.Body.Raindetection.Intensity","Rain intensity. 0 = Dry, No Rain. 100 = Covered.","uint8","percent","NaN","100.0000","Vehicle.Body.Raindetection.Intensity",NULL,NULL,False
80,"2025-03-06 15:04:43.551949","2025-03-06 15:04:43.551949","d49e09cf5f88af258530e1190b13727d","SDV","Vehicle.Body.RearMainSpoilerPosition","Rear spoiler position, 0% = Spoiler fully stowed. 100% = Spoiler fully exposed.","float","percent","0.0000","100.0000","Vehicle.Body.RearMainSpoilerPosition",NULL,NULL,False
81,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","e7775df1e81dfd156c3c9605be0df63d","SDV","Vehicle.Body.RefuelPosition","Location of the fuel cap or charge port.","string",NULL,"NaN","NaN","Vehicle.Body.RefuelPosition",NULL,NULL,False
82,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","d41ea4459da61704d896b2a7472dbd46","SDV","Vehicle.Body.Trunk.Front.IsLightOn","Is trunk light on","boolean",NULL,"NaN","NaN","Vehicle.Body.Trunk.Front.IsLightOn",NULL,NULL,False
83,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","0a7fde44a65285d73d7a6cbd83d98419","SDV","Vehicle.Body.Trunk.Front.IsLocked","Is trunk locked or unlocked. True = Locked. False = Unlocked.","boolean",NULL,"NaN","NaN","Vehicle.Body.Trunk.Front.IsLocked",NULL,NULL,False
84,"2025-03-06 15:04:43.551949","2025-05-29 12:28:07.217638","aae9bfc6c5389e8143054705f942d17b","SDV","Vehicle.Body.Trunk.Front.IsOpen","Trunk open or closed. True = Open. False = Closed.","boolean",NULL,"NaN","NaN","Vehicle.Body.Trunk.Front.IsOpen",NULL,NULL,False
